geosumlev,geoid,stco,place,mdy,totpop,hhpop,gqpop,tothu,husfd,husfa,humf24,humf5p,humh,occhu,vacrate,pph
157,15700US0607368196,San Diego ,San Marcos,1/1/2018,"95,032","93,291","1,741","31,366","16,167","2,219","1,238","8,413","3,329","29,812",5.0%,3.13
157,15700US0607368196,San Diego ,San Marcos,1/1/2019,"96,865","95,090","1,775","32,126","16,410","2,220","1,238","8,929","3,329","30,533",5.0%,3.11
157,15700US0607368196,San Diego ,San Marcos,1/1/2020,"97,281","95,526","1,755","32,460","16,597","2,367","1,238","8,929","3,329","30,851",5.0%,3.10
157,15700US0607368196,San Diego ,San Marcos,1/1/2021,"96,302","95,817",485,"32,700","16,627","2,486","1,240","9,018","3,329","31,079",5.0%,3.08
157,15700US0607370224,San Diego,Santee,4/1/2010,"53,413","52,447",966,"20,048","11,134","1,683","1,237","3,674","2,320","19,306",3.7%,2.72
157,15700US0607370224,San Diego ,Santee,1/1/2011,"54,304","53,348",956,"20,223","11,168","1,776","1,237","3,722","2,320","19,481",3.7%,2.74
157,15700US0607370224,San Diego ,Santee,1/1/2012,"54,901","53,903",998,"20,299","11,237","1,783","1,237","3,722","2,320","19,546",3.7%,2.76
157,15700US0607370224,San Diego ,Santee,1/1/2013,"55,594","54,457","1,137","20,422","11,263","1,800","1,237","3,802","2,320","19,633",3.9%,2.77
157,15700US0607370224,San Diego ,Santee,1/1/2014,"56,109","54,918","1,191","20,525","11,295","1,827","1,237","3,846","2,320","19,725",3.9%,2.78
157,15700US0607370224,San Diego ,Santee,1/1/2015,"56,212","55,061","1,151","20,526","11,296","1,827","1,237","3,846","2,320","19,724",3.9%,2.79
157,15700US0607370224,San Diego ,Santee,1/1/2016,"56,075","55,046","1,029","20,523","11,293","1,827","1,237","3,846","2,320","19,702",4.0%,2.79
157,15700US0607370224,San Diego ,Santee,1/1/2017,"56,245","55,113","1,132","20,566","11,300","1,863","1,237","3,846","2,320","19,737",4.0%,2.79
157,15700US0607370224,San Diego ,Santee,1/1/2018,"56,450","55,317","1,133","20,689","11,397","1,863","1,247","3,846","2,336","19,840",4.1%,2.79
157,15700US0607370224,San Diego ,Santee,1/1/2019,"57,308","56,122","1,186","21,100","11,741","1,930","1,247","3,846","2,336","20,226",4.1%,2.78
157,15700US0607370224,San Diego ,Santee,1/1/2020,"57,430","56,179","1,251","21,248","11,871","1,930","1,247","3,864","2,336","20,364",4.2%,2.76
157,15700US0607370224,San Diego ,Santee,1/1/2021,"56,800","55,940",860,"21,249","11,872","1,930","1,247","3,864","2,336","20,365",4.2%,2.75
157,15700US0607372506,San Diego,Solana Beach,4/1/2010,"12,867","12,867",0,"6,540","3,115","1,272",404,"1,737",12,"5,650",13.6%,2.28
157,15700US0607372506,San Diego ,Solana Beach,1/1/2011,"12,974","12,974",0,"6,541","3,116","1,272",404,"1,737",12,"5,651",13.6%,2.30
157,15700US0607372506,San Diego ,Solana Beach,1/1/2012,"13,119","13,119",0,"6,541","3,116","1,272",404,"1,737",12,"5,674",13.3%,2.31
157,15700US0607372506,San Diego ,Solana Beach,1/1/2013,"13,419","13,419",0,"6,543","3,118","1,272",404,"1,737",12,"5,770",11.8%,2.33
157,15700US0607372506,San Diego ,Solana Beach,1/1/2014,"13,524","13,524",0,"6,545","3,120","1,272",404,"1,737",12,"5,793",11.5%,2.34
157,15700US0607372506,San Diego ,Solana Beach,1/1/2015,"13,578","13,578",0,"6,546","3,121","1,272",404,"1,737",12,"5,801",11.4%,2.34
157,15700US0607372506,San Diego ,Solana Beach,1/1/2016,"13,736","13,736",0,"6,553","3,128","1,272",404,"1,737",12,"5,863",10.5%,2.34
157,15700US0607372506,San Diego ,Solana Beach,1/1/2017,"13,774","13,774",0,"6,554","3,128","1,272",405,"1,737",12,"5,883",10.2%,2.34
157,15700US0607372506,San Diego ,Solana Beach,1/1/2018,"13,866","13,866",0,"6,559","3,133","1,272",405,"1,737",12,"5,931",9.6%,2.34
157,15700US0607372506,San Diego ,Solana Beach,1/1/2019,"13,876","13,876",0,"6,569","3,143","1,272",405,"1,737",12,"5,964",9.2%,2.33
157,15700US0607372506,San Diego ,Solana Beach,1/1/2020,"13,872","13,872",0,"6,594","3,159","1,272",413,"1,737",13,"5,997",9.1%,2.31
157,15700US0607372506,San Diego ,Solana Beach,1/1/2021,"13,827","13,827",0,"6,601","3,166","1,272",413,"1,737",13,"6,003",9.1%,2.30
157,15700US0607382996,San Diego,Vista,4/1/2010,"93,834","91,789","2,045","30,986","15,613","2,423","2,328","8,761","1,861","29,317",5.4%,3.13
157,15700US0607382996,San Diego ,Vista,1/1/2011,"94,603","92,594","2,009","31,004","15,631","2,423","2,328","8,761","1,861","29,338",5.4%,3.16
157,15700US0607382996,San Diego ,Vista,1/1/2012,"95,622","93,546","2,076","31,065","15,665","2,423","2,328","8,779","1,870","29,433",5.3%,3.18
157,15700US0607382996,San Diego ,Vista,1/1/2013,"97,010","94,865","2,145","31,161","15,743","2,423","2,328","8,797","1,870","29,675",4.8%,3.20
157,15700US0607382996,San Diego ,Vista,1/1/2014,"97,567","95,418","2,149","31,189","15,771","2,423","2,328","8,797","1,870","29,736",4.7%,3.21
157,15700US0607382996,San Diego ,Vista,1/1/2015,"98,075","95,910","2,165","31,255","15,833","2,423","2,328","8,797","1,874","29,810",4.6%,3.22
157,15700US0607382996,San Diego ,Vista,1/1/2016,"99,395","97,344","2,051","31,600","15,878","2,423","2,328","9,092","1,879","30,230",4.3%,3.22
157,15700US0607382996,San Diego ,Vista,1/1/2017,"102,136","100,077","2,059","32,473","15,984","2,423","2,328","9,855","1,883","31,096",4.2%,3.22
157,15700US0607382996,San Diego ,Vista,1/1/2018,"102,498","100,375","2,123","32,543","16,052","2,423","2,326","9,855","1,887","31,236",4.0%,3.21
157,15700US0607382996,San Diego ,Vista,1/1/2019,"102,277","100,135","2,142","32,580","16,075","2,423","2,330","9,860","1,892","31,312",3.9%,3.20
157,15700US0607382996,San Diego ,Vista,1/1/2020,"102,570","100,456","2,114","32,874","16,237","2,423","2,333","9,986","1,895","31,595",3.9%,3.18
157,15700US0607382996,San Diego ,Vista,1/1/2021,"103,268","101,352","1,916","33,311","16,399","2,423","2,337","10,253","1,899","32,015",3.9%,3.17
157,15700US0607399990,San Diego,Balance of San Diego County,4/1/2010,"486,604","458,907","27,697","173,756","118,886","10,538","8,023","21,610","14,699","159,339",8.3%,2.88
157,15700US0607399990,San Diego ,Balance of San Diego County,1/1/2011,"492,892","466,302","26,590","174,406","119,385","10,538","8,023","21,730","14,730","160,385",8.0%,2.91
157,15700US0607399990,San Diego ,Balance of San Diego County,1/1/2012,"498,007","471,359","26,648","175,031","119,918","10,538","8,023","21,790","14,762","161,116",8.0%,2.93
157,15700US0607399990,San Diego ,Balance of San Diego County,1/1/2013,"498,681","476,082","22,599","175,431","120,224","10,538","8,030","21,838","14,801","161,827",7.8%,2.94
157,15700US0607399990,San Diego ,Balance of San Diego County,1/1/2014,"502,948","478,533","24,415","175,913","120,582","10,538","8,030","21,939","14,824","162,133",7.8%,2.95
157,15700US0607399990,San Diego ,Balance of San Diego County,1/1/2015,"508,563","481,977","26,586","176,608","120,989","10,538","8,057","22,162","14,862","162,789",7.8%,2.96
157,15700US0607399990,San Diego ,Balance of San Diego County,1/1/2016,"508,322","482,873","25,449","177,054","121,419","10,491","8,090","22,167","14,887","163,469",7.7%,2.95
157,15700US0607399990,San Diego ,Balance of San Diego County,1/1/2017,"509,689","484,208","25,481","177,643","121,760","10,491","8,271","22,190","14,931","164,016",7.7%,2.95
157,15700US0607399990,San Diego ,Balance of San Diego County,1/1/2018,"507,622","478,863","28,759","177,885","121,955","10,493","8,289","22,190","14,958","164,175",7.7%,2.92
157,15700US0607399990,San Diego ,Balance of San Diego County,1/1/2019,"506,828","481,750","25,078","178,844","122,704","10,510","8,313","22,240","15,077","165,013",7.7%,2.92
157,15700US0607399990,San Diego ,Balance of San Diego County,1/1/2020,"504,709","475,084","29,625","179,217","122,976","10,510","8,313","22,240","15,178","164,702",8.1%,2.89
157,15700US0607399990,San Diego ,Balance of San Diego County,1/1/2021,"498,252","473,356","24,896","179,506","123,200","10,510","8,313","22,240","15,243","164,969",8.1%,2.87
50,05000US06073,San Diego,San Diego County Total,4/1/2010,"3,095,313","2,991,515","103,798","1,164,028","603,441","104,163","84,621","326,037","45,766","1,086,113",6.7%,2.75
50,05000US06073,San Diego ,San Diego County Total,1/1/2011,"3,127,603","3,025,703","101,900","1,166,858","605,022","104,291","84,620","327,128","45,797","1,089,420",6.6%,2.78
50,05000US06073,San Diego ,San Diego County Total,1/1/2012,"3,161,808","3,058,316","103,492","1,170,267","606,978","104,381","84,884","328,185","45,839","1,093,511",6.6%,2.80
50,05000US06073,San Diego ,San Diego County Total,1/1/2013,"3,199,900","3,098,469","101,431","1,174,866","608,752","104,473","85,127","330,634","45,880","1,101,352",6.3%,2.81
50,05000US06073,San Diego ,San Diego County Total,1/1/2014,"3,232,762","3,127,529","105,233","1,180,875","610,783","104,739","85,494","333,955","45,904","1,107,562",6.2%,2.82
50,05000US06073,San Diego ,San Diego County Total,1/1/2015,"3,264,706","3,156,628","108,078","1,188,445","612,517","104,944","85,792","339,256","45,936","1,114,909",6.2%,2.83
50,05000US06073,San Diego ,San Diego County Total,1/1/2016,"3,283,009","3,175,539","107,470","1,193,395","614,416","105,184","85,921","341,914","45,960","1,121,242",6.0%,2.83
50,05000US06073,San Diego ,San Diego County Total,1/1/2017,"3,303,366","3,197,067","106,299","1,201,517","616,128","105,536","86,281","347,556","46,016","1,129,464",6.0%,2.83
50,05000US06073,San Diego ,San Diego County Total,1/1/2018,"3,321,118","3,210,345","110,773","1,210,138","617,674","105,756","86,682","353,941","46,085","1,137,791",6.0%,2.82
50,05000US06073,San Diego ,San Diego County Total,1/1/2019,"3,333,319","3,223,530","109,789","1,219,460","620,840","106,101","87,230","359,054","46,235","1,147,276",5.9%,2.81
50,05000US06073,San Diego ,San Diego County Total,1/1/2020,"3,331,279","3,218,869","112,410","1,226,879","622,861","106,432","87,814","363,392","46,380","1,153,981",5.9%,2.79
50,05000US06073,San Diego ,San Diego County Total,1/1/2021,"3,315,404","3,219,058","96,346","1,234,087","624,045","106,726","89,426","367,424","46,466","1,160,772",5.9%,2.77
157,15700US0607567000,San Francisco,San Francisco,4/1/2010,"805,235","779,453","25,782","376,162","65,764","59,617","80,668","169,511",602,"345,168",8.2%,2.26
157,15700US0607567000,San Francisco ,San Francisco,1/1/2011,"816,975","791,406","25,569","377,188","65,783","59,617","80,687","170,499",602,"346,220",8.2%,2.29
157,15700US0607567000,San Francisco ,San Francisco,1/1/2012,"829,289","803,846","25,443","377,487","65,786","59,610","80,813","170,676",602,"346,614",8.2%,2.32
157,15700US0607567000,San Francisco ,San Francisco,1/1/2013,"844,169","818,676","25,493","378,766","65,807","59,609","80,844","171,904",602,"348,275",8.1%,2.35
157,15700US0607567000,San Francisco ,San Francisco,1/1/2014,"852,948","827,450","25,498","381,143","65,831","59,609","80,937","174,164",602,"350,572",8.0%,2.36
157,15700US0607567000,San Francisco ,San Francisco,1/1/2015,"863,450","838,361","25,089","384,657","65,845","59,609","80,972","177,629",602,"353,839",8.0%,2.37
157,15700US0607567000,San Francisco ,San Francisco,1/1/2016,"871,613","846,568","25,045","387,505","65,867","59,542","81,139","180,355",602,"356,754",7.9%,2.37
157,15700US0607567000,San Francisco ,San Francisco,1/1/2017,"878,697","852,969","25,728","392,619","65,853","59,605","81,321","185,238",602,"361,562",7.9%,2.36
157,15700US0607567000,San Francisco ,San Francisco,1/1/2018,"885,716","859,911","25,805","397,083","65,848","59,605","81,513","189,515",602,"365,908",7.9%,2.35
157,15700US0607567000,San Francisco ,San Francisco,1/1/2019,"886,885","861,082","25,803","399,372","65,860","59,605","81,520","191,785",602,"368,147",7.8%,2.34
157,15700US0607567000,San Francisco ,San Francisco,1/1/2020,"889,783","862,470","27,313","404,164","65,867","59,682","81,744","196,269",602,"372,620",7.8%,2.32
157,15700US0607567000,San Francisco ,San Francisco,1/1/2021,"875,010","853,219","21,791","408,212","65,874","59,585","82,045","200,106",602,"376,352",7.8%,2.27
157,15700US0607722790,San Joaquin,Escalon,4/1/2010,"7,132","7,117",15,"2,610","2,217",13,128,84,168,"2,476",5.1%,2.87
157,15700US0607722790,San Joaquin ,Escalon,1/1/2011,"7,181","7,166",15,"2,608","2,215",13,128,84,168,"2,474",5.1%,2.90
157,15700US0607722790,San Joaquin ,Escalon,1/1/2012,"7,219","7,204",15,"2,608","2,215",13,128,84,168,"2,472",5.2%,2.91
157,15700US0607722790,San Joaquin ,Escalon,1/1/2013,"7,204","7,189",15,"2,605","2,212",13,128,84,168,"2,469",5.2%,2.91
157,15700US0607722790,San Joaquin ,Escalon,1/1/2014,"7,239","7,224",15,"2,617","2,224",13,128,84,168,"2,479",5.3%,2.91
157,15700US0607722790,San Joaquin ,Escalon,1/1/2015,"7,400","7,385",15,"2,648","2,255",13,128,84,168,"2,508",5.3%,2.95
157,15700US0607722790,San Joaquin ,Escalon,1/1/2016,"7,410","7,395",15,"2,647","2,255",12,128,84,168,"2,503",5.4%,2.95
157,15700US0607722790,San Joaquin ,Escalon,1/1/2017,"7,452","7,437",15,"2,646","2,255",11,128,84,168,"2,501",5.5%,2.97
157,15700US0607722790,San Joaquin ,Escalon,1/1/2018,"7,428","7,413",15,"2,646","2,255",11,128,84,168,"2,501",5.5%,2.96
157,15700US0607722790,San Joaquin ,Escalon,1/1/2019,"7,433","7,418",15,"2,650","2,259",11,128,84,168,"2,505",5.5%,2.96
157,15700US0607722790,San Joaquin ,Escalon,1/1/2020,"7,471","7,456",15,"2,663","2,272",11,128,84,168,"2,517",5.5%,2.96
157,15700US0607722790,San Joaquin ,Escalon,1/1/2021,"7,501","7,486",15,"2,674","2,283",11,128,84,168,"2,527",5.5%,2.96
157,15700US0607740704,San Joaquin,Lathrop,4/1/2010,"18,023","18,011",12,"5,261","4,659",111,42,71,378,"4,782",9.1%,3.77
157,15700US0607740704,San Joaquin ,Lathrop,1/1/2011,"18,678","18,666",12,"5,399","4,797",111,42,71,378,"4,915",9.0%,3.80
157,15700US0607740704,San Joaquin ,Lathrop,1/1/2012,"19,009","18,997",12,"5,447","4,848",108,42,71,378,"4,974",8.7%,3.82
157,15700US0607740704,San Joaquin ,Lathrop,1/1/2013,"19,493","19,481",12,"5,535","4,936",108,42,71,378,"5,105",7.8%,3.82
157,15700US0607740704,San Joaquin ,Lathrop,1/1/2014,"19,968","19,956",12,"5,650","5,051",108,42,71,378,"5,225",7.5%,3.82
157,15700US0607740704,San Joaquin ,Lathrop,1/1/2015,"20,717","20,705",12,"5,801","5,202",108,42,71,378,"5,365",7.5%,3.86
157,15700US0607740704,San Joaquin ,Lathrop,1/1/2016,"22,087","22,075",12,"6,091","5,492",108,42,71,378,"5,702",6.4%,3.87
157,15700US0607740704,San Joaquin ,Lathrop,1/1/2017,"23,098","23,086",12,"6,313","5,714",108,42,71,378,"5,923",6.2%,3.90
157,15700US0607740704,San Joaquin ,Lathrop,1/1/2018,"24,124","24,112",12,"6,580","5,981",108,42,71,378,"6,206",5.7%,3.89
157,15700US0607740704,San Joaquin ,Lathrop,1/1/2019,"25,332","25,320",12,"6,895","6,296",108,42,71,378,"6,522",5.4%,3.88
157,15700US0607740704,San Joaquin ,Lathrop,1/1/2020,"26,806","26,794",12,"7,284","6,685",108,42,71,378,"6,898",5.3%,3.88
157,15700US0607740704,San Joaquin ,Lathrop,1/1/2021,"28,503","28,491",12,"7,747","7,000",108,44,217,378,"7,336",5.3%,3.88
157,15700US0607742202,San Joaquin,Lodi,4/1/2010,"62,134","61,457",677,"23,792","15,002","1,444","1,846","5,062",438,"22,097",7.1%,2.78
157,15700US0607742202,San Joaquin ,Lodi,1/1/2011,"62,591","61,914",677,"23,793","15,003","1,444","1,846","5,062",438,"22,095",7.1%,2.80
157,15700US0607742202,San Joaquin ,Lodi,1/1/2012,"63,068","62,391",677,"23,796","15,006","1,444","1,846","5,062",438,"22,136",7.0%,2.82
157,15700US0607742202,San Joaquin ,Lodi,1/1/2013,"63,459","62,782",677,"23,803","15,013","1,444","1,846","5,062",438,"22,296",6.3%,2.82
157,15700US0607742202,San Joaquin ,Lodi,1/1/2014,"63,623","62,946",677,"23,809","15,018","1,444","1,846","5,062",439,"22,337",6.2%,2.82
157,15700US0607742202,San Joaquin ,Lodi,1/1/2015,"64,376","63,699",677,"23,830","15,039","1,444","1,846","5,062",439,"22,368",6.1%,2.85
157,15700US0607742202,San Joaquin ,Lodi,1/1/2016,"64,952","64,275",677,"23,870","15,079","1,444","1,846","5,062",439,"22,497",5.8%,2.86
157,15700US0607742202,San Joaquin ,Lodi,1/1/2017,"65,606","64,929",677,"23,920","15,129","1,444","1,846","5,062",439,"22,575",5.6%,2.88
157,15700US0607742202,San Joaquin ,Lodi,1/1/2018,"66,389","65,712",677,"24,210","15,329","1,454","1,846","5,142",439,"22,921",5.3%,2.87
157,15700US0607742202,San Joaquin ,Lodi,1/1/2019,"67,430","66,753",677,"24,570","15,529","1,458","1,846","5,298",439,"23,302",5.2%,2.87
157,15700US0607742202,San Joaquin ,Lodi,1/1/2020,"68,011","67,334",677,"24,754","15,711","1,458","1,848","5,298",439,"23,494",5.1%,2.87
157,15700US0607742202,San Joaquin ,Lodi,1/1/2021,"68,751","68,074",677,"25,031","15,854","1,458","1,848","5,432",439,"23,757",5.1%,2.87
157,15700US0607745484,San Joaquin,Manteca,4/1/2010,"67,096","66,601",495,"23,132","17,667","1,134","1,068","2,468",795,"21,618",6.5%,3.08
157,15700US0607745484,San Joaquin ,Manteca,1/1/2011,"68,594","68,099",495,"23,459","17,994","1,134","1,068","2,468",795,"21,939",6.5%,3.10
157,15700US0607745484,San Joaquin ,Manteca,1/1/2012,"70,172","69,677",495,"23,813","18,296","1,134","1,068","2,520",795,"22,316",6.3%,3.12
157,15700US0607745484,San Joaquin ,Manteca,1/1/2013,"71,958","71,463",495,"24,242","18,570","1,134","1,068","2,673",797,"22,910",5.5%,3.12
157,15700US0607745484,San Joaquin ,Manteca,1/1/2014,"73,069","72,574",495,"24,553","18,881","1,134","1,068","2,673",797,"23,248",5.3%,3.12
157,15700US0607745484,San Joaquin ,Manteca,1/1/2015,"74,786","74,291",495,"24,856","19,184","1,134","1,068","2,673",797,"23,549",5.3%,3.16
157,15700US0607745484,San Joaquin ,Manteca,1/1/2016,"76,752","76,257",495,"25,306","19,632","1,136","1,068","2,673",797,"24,094",4.8%,3.17
157,15700US0607745484,San Joaquin ,Manteca,1/1/2017,"78,784","78,289",495,"25,765","20,091","1,136","1,068","2,673",797,"24,571",4.6%,3.19
157,15700US0607745484,San Joaquin ,Manteca,1/1/2018,"80,762","80,267",495,"26,400","20,707","1,136","1,087","2,673",797,"25,273",4.3%,3.18
157,15700US0607745484,San Joaquin ,Manteca,1/1/2019,"83,323","82,828",495,"27,206","21,351","1,136","1,099","2,823",797,"26,099",4.1%,3.17
157,15700US0607745484,San Joaquin ,Manteca,1/1/2020,"84,842","84,347",495,"27,667","21,763","1,136","1,147","2,823",798,"26,565",4.0%,3.18
157,15700US0607745484,San Joaquin ,Manteca,1/1/2021,"87,319","86,824",495,"28,485","22,281","1,136","1,147","3,123",798,"27,350",4.0%,3.18
157,15700US0607761026,San Joaquin,Ripon,4/1/2010,"14,297","14,207",90,"5,129","4,198",316,200,402,13,"4,855",5.3%,2.93
157,15700US0607761026,San Joaquin ,Ripon,1/1/2011,"14,420","14,330",90,"5,133","4,202",316,200,402,13,"4,861",5.3%,2.95
157,15700US0607761026,San Joaquin ,Ripon,1/1/2012,"14,539","14,449",90,"5,158","4,227",316,200,402,13,"4,873",5.5%,2.97
157,15700US0607761026,San Joaquin ,Ripon,1/1/2013,"14,577","14,487",90,"5,176","4,244",317,200,402,13,"4,890",5.5%,2.96
157,15700US0607761026,San Joaquin ,Ripon,1/1/2014,"14,639","14,549",90,"5,206","4,274",317,200,402,13,"4,907",5.7%,2.97
157,15700US0607761026,San Joaquin ,Ripon,1/1/2015,"14,842","14,752",90,"5,227","4,295",317,200,402,13,"4,923",5.8%,3.00
157,15700US0607761026,San Joaquin ,Ripon,1/1/2016,"14,984","14,894",90,"5,260","4,328",317,200,402,13,"4,954",5.8%,3.01
157,15700US0607761026,San Joaquin ,Ripon,1/1/2017,"15,341","15,251",90,"5,361","4,374",317,200,457,13,"5,039",6.0%,3.03
157,15700US0607761026,San Joaquin ,Ripon,1/1/2018,"15,389","15,299",90,"5,395","4,407",318,200,457,13,"5,071",6.0%,3.02
157,15700US0607761026,San Joaquin ,Ripon,1/1/2019,"15,588","15,498",90,"5,483","4,463",318,200,489,13,"5,141",6.2%,3.02
157,15700US0607761026,San Joaquin ,Ripon,1/1/2020,"15,818","15,728",90,"5,568","4,522",318,202,513,13,"5,215",6.3%,3.02
157,15700US0607761026,San Joaquin ,Ripon,1/1/2021,"16,292","16,202",90,"5,737","4,633",318,204,569,13,"5,373",6.3%,3.02
157,15700US0607775000,San Joaquin,Stockton,4/1/2010,"291,707","285,973","5,734","99,637","64,487","7,058","9,070","17,914","1,108","90,605",9.1%,3.16
157,15700US0607775000,San Joaquin ,Stockton,1/1/2011,"294,231","288,497","5,734","99,715","64,583","7,058","9,052","17,914","1,108","90,720",9.0%,3.18
157,15700US0607775000,San Joaquin ,Stockton,1/1/2012,"297,488","291,754","5,734","99,925","64,698","7,058","9,054","18,007","1,108","91,210",8.7%,3.20
157,15700US0607775000,San Joaquin ,Stockton,1/1/2013,"299,398","293,664","5,734","100,003","64,776","7,058","9,054","18,007","1,108","91,895",8.1%,3.20
157,15700US0607775000,San Joaquin ,Stockton,1/1/2014,"301,778","294,842","6,936","100,025","64,841","7,058","9,036","17,982","1,108","92,191",7.8%,3.20
157,15700US0607775000,San Joaquin ,Stockton,1/1/2015,"306,138","298,453","7,685","100,097","64,907","7,058","9,036","17,988","1,108","92,343",7.7%,3.23
157,15700US0607775000,San Joaquin ,Stockton,1/1/2016,"309,829","301,909","7,920","100,146","64,998","7,058","8,996","17,986","1,108","93,111",7.0%,3.24
157,15700US0607775000,San Joaquin ,Stockton,1/1/2017,"313,255","305,046","8,209","100,254","64,997","7,149","8,994","18,006","1,108","93,453",6.8%,3.26
157,15700US0607775000,San Joaquin ,Stockton,1/1/2018,"315,099","306,929","8,170","100,593","64,997","7,373","9,002","18,113","1,108","94,334",6.2%,3.25
157,15700US0607775000,San Joaquin ,Stockton,1/1/2019,"317,356","308,568","8,788","100,877","64,980","7,680","8,996","18,113","1,108","94,911",5.9%,3.25
157,15700US0607775000,San Joaquin ,Stockton,1/1/2020,"319,188","310,242","8,946","101,235","65,230","7,680","8,996","18,221","1,108","95,381",5.8%,3.25
157,15700US0607775000,San Joaquin ,Stockton,1/1/2021,"320,876","312,402","8,474","101,960","65,737","7,680","8,998","18,437","1,108","96,064",5.8%,3.25
157,15700US0607780238,San Joaquin,Tracy,4/1/2010,"82,922","82,606",316,"25,963","21,125",877,"1,592","1,902",467,"24,331",6.3%,3.40
157,15700US0607780238,San Joaquin ,Tracy,1/1/2011,"83,539","83,223",316,"25,976","21,138",877,"1,592","1,902",467,"24,329",6.3%,3.42
157,15700US0607780238,San Joaquin ,Tracy,1/1/2012,"84,357","84,041",316,"25,983","21,145",877,"1,592","1,902",467,"24,425",6.0%,3.44
157,15700US0607780238,San Joaquin ,Tracy,1/1/2013,"85,568","85,252",316,"25,996","21,158",877,"1,592","1,902",467,"24,800",4.6%,3.44
157,15700US0607780238,San Joaquin ,Tracy,1/1/2014,"86,061","85,745",316,"26,039","21,201",877,"1,592","1,902",467,"24,924",4.3%,3.44
157,15700US0607780238,San Joaquin ,Tracy,1/1/2015,"87,194","86,878",316,"26,080","21,242",877,"1,592","1,902",467,"24,989",4.2%,3.48
157,15700US0607780238,San Joaquin ,Tracy,1/1/2016,"88,712","88,396",316,"26,223","21,384",877,"1,592","1,902",468,"25,344",3.4%,3.49
157,15700US0607780238,San Joaquin ,Tracy,1/1/2017,"90,488","90,172",316,"26,496","21,595",877,"1,590","1,966",468,"25,681",3.1%,3.51
157,15700US0607780238,San Joaquin ,Tracy,1/1/2018,"92,395","92,079",316,"26,964","21,813",878,"1,592","2,213",468,"26,309",2.4%,3.50
157,15700US0607780238,San Joaquin ,Tracy,1/1/2019,"94,326","94,010",316,"27,451","22,066",879,"1,594","2,444",468,"26,881",2.1%,3.50
157,15700US0607780238,San Joaquin ,Tracy,1/1/2020,"95,861","95,545",316,"27,843","22,407",880,"1,596","2,491",469,"27,307",1.9%,3.50
157,15700US0607780238,San Joaquin ,Tracy,1/1/2021,"98,601","98,285",316,"28,647","22,775",896,"1,680","2,827",469,"28,096",1.9%,3.50
157,15700US0607799990,San Joaquin,Balance of San Joaquin County,4/1/2010,"141,995","134,980","7,015","48,231","39,763","1,328",952,982,"5,206","44,243",8.3%,3.05
157,15700US0607799990,San Joaquin ,Balance of San Joaquin County,1/1/2011,"142,977","136,188","6,789","48,260","39,789","1,328",952,982,"5,209","44,304",8.2%,3.07
157,15700US0607799990,San Joaquin ,Balance of San Joaquin County,1/1/2012,"143,275","136,983","6,292","48,262","39,809","1,328",950,982,"5,193","44,303",8.2%,3.09
157,15700US0607799990,San Joaquin ,Balance of San Joaquin County,1/1/2013,"142,958","137,624","5,334","48,546","40,088","1,328",950,982,"5,198","44,553",8.2%,3.09
157,15700US0607799990,San Joaquin ,Balance of San Joaquin County,1/1/2014,"144,742","139,138","5,604","49,044","40,569","1,328",950,982,"5,215","45,008",8.2%,3.09
157,15700US0607799990,San Joaquin ,Balance of San Joaquin County,1/1/2015,"147,127","141,531","5,596","49,366","40,876","1,328",950,982,"5,230","45,303",8.2%,3.12
157,15700US0607799990,San Joaquin ,Balance of San Joaquin County,1/1/2016,"149,002","143,395","5,607","49,862","41,243","1,326","1,030",982,"5,281","45,752",8.2%,3.13
157,15700US0607799990,San Joaquin ,Balance of San Joaquin County,1/1/2017,"150,819","145,518","5,301","50,266","41,608","1,326","1,034",982,"5,316","46,120",8.2%,3.16
157,15700US0607799990,San Joaquin ,Balance of San Joaquin County,1/1/2018,"151,372","146,089","5,283","50,632","41,934","1,326","1,034",982,"5,356","46,451",8.3%,3.15
157,15700US0607799990,San Joaquin ,Balance of San Joaquin County,1/1/2019,"153,585","148,151","5,434","51,389","42,557","1,426","1,034",982,"5,390","47,143",8.3%,3.14
157,15700US0607799990,San Joaquin ,Balance of San Joaquin County,1/1/2020,"155,508","150,106","5,402","52,044","43,059","1,553","1,034",982,"5,416","47,743",8.3%,3.14
157,15700US0607799990,San Joaquin ,Balance of San Joaquin County,1/1/2021,"155,691","151,117","4,574","52,405","43,352","1,593","1,034",982,"5,444","48,074",8.3%,3.14
50,05000US06077,San Joaquin,San Joaquin County Total,4/1/2010,"685,306","670,952","14,354","233,755","169,118","12,281","14,898","28,885","8,573","215,007",8.0%,3.12
50,05000US06077,San Joaquin ,San Joaquin County Total,1/1/2011,"692,211","678,083","14,128","234,343","169,721","12,281","14,880","28,885","8,576","215,637",8.0%,3.14
50,05000US06077,San Joaquin ,San Joaquin County Total,1/1/2012,"699,127","685,496","13,631","234,992","170,244","12,278","14,880","29,030","8,560","216,709",7.8%,3.16
50,05000US06077,San Joaquin ,San Joaquin County Total,1/1/2013,"704,615","691,942","12,673","235,906","170,997","12,279","14,880","29,183","8,567","218,918",7.2%,3.16
50,05000US06077,San Joaquin ,San Joaquin County Total,1/1/2014,"711,119","696,974","14,145","236,943","172,059","12,279","14,862","29,158","8,585","220,319",7.0%,3.16
